Geography,Question Code,Question Text,Response Category,Response Variable,Gender,Value
Panama,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,combined,62.00
Paraguay,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,male,29.00
Paraguay,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,female,21.00
Paraguay,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,combined,24.00
Paraguay,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,male,14.00
Paraguay,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,female,14.00
Paraguay,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,combined,14.00
Paraguay,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,male,58.00
Paraguay,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,female,65.00
Paraguay,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,combined,62.00
Peru,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,male,33.00
Peru,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,female,20.00
Peru,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,combined,26.00
Peru,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,male,12.00
Peru,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,female,9.00
Peru,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,combined,11.00
Peru,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,male,56.00
Peru,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,female,71.00
Peru,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,combined,63.00
Uruguay,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,male,19.00
Uruguay,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,female,13.00
Uruguay,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,combined,15.00
Uruguay,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,male,12.00
Uruguay,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,female,10.00
Uruguay,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,combined,10.00
Uruguay,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,male,69.00
Uruguay,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,female,77.00
Uruguay,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,combined,75.00
Mexico,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,male,6.19
Mexico,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,female,5.89
Mexico,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,combined,6.03
Argentina,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,male,5.21
Argentina,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,female,5.55
Argentina,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,combined,5.38
Bolivia,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,male,5.68
Bolivia,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,female,5.72
Bolivia,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,combined,5.69
Brazil,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,male,5.28
Brazil,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,female,5.43
Brazil,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,combined,5.37
Chile,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,male,5.54
Chile,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,female,5.72
Chile,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,combined,5.65
Colombia,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,male,5.38
Colombia,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,female,5.46
Colombia,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,combined,5.42
Costa Rica,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,male,5.47
Costa Rica,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,female,5.54
Costa Rica,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,combined,5.49
Ecuador,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,male,5.83
Ecuador,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,female,5.92
Ecuador,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,combined,5.86
El Salvador,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,male,5.79
El Salvador,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,female,5.67
El Salvador,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,combined,5.73
Guatemala,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,male,6.06
Guatemala,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,female,6.38
Guatemala,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,combined,6.24
Haiti,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,male,5.96
Haiti,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,female,6.00
Haiti,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,combined,5.97
Honduras,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,male,6.16
Honduras,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,female,6.19
Honduras,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,combined,6.19
Nicaragua,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,male,5.81
Nicaragua,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,female,5.96
Nicaragua,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,combined,5.90
Panama,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,male,5.44
Panama,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,female,5.11
Panama,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,combined,5.24
Paraguay,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,male,5.50
Paraguay,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,female,5.98
Paraguay,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,combined,5.78
Peru,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,male,5.91
Peru,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,female,6.07
Peru,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,combined,5.97
Uruguay,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,male,5.23
Uruguay,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,female,5.07
Uruguay,B.5,"Out of 10 of your neighbors, how many do you think believe that household expenses are the responsibility of the man, even if his wife can help him?",,b5_man_other,combined,5.10
Mexico,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,male,44.00
Mexico,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,female,56.00
Mexico,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,combined,100.00
Argentina,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,male,38.00
Argentina,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,female,62.00
Argentina,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,combined,100.00
Bolivia,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,male,49.00
Bolivia,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,female,51.00
Bolivia,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,combined,100.00
Brazil,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,male,37.00
Brazil,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,female,63.00
Brazil,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,combined,100.00
Chile,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,male,41.00
Chile,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,female,59.00
Chile,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,combined,100.00
Colombia,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,male,41.00
Colombia,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,female,59.00
Colombia,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,combined,100.00
Costa Rica,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,male,42.00
Costa Rica,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,female,58.00
Costa Rica,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,combined,100.00
Ecuador,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,male,55.00
Ecuador,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,female,45.00
Ecuador,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,combined,100.00
El Salvador,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,male,50.00
El Salvador,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,female,50.00
El Salvador,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,combined,100.00
Guatemala,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,male,51.00
Guatemala,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,female,49.00
Guatemala,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,combined,100.00
Haiti,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,male,66.00
Haiti,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,female,34.00
Haiti,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,combined,100.00
Honduras,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,male,49.00
Honduras,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,female,51.00
Honduras,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,combined,100.00
Nicaragua,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,male,47.00
Nicaragua,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,female,53.00
Nicaragua,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,combined,100.00
Panama,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,male,45.00
Panama,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,female,55.00
Panama,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,combined,100.00
Paraguay,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,male,41.00
Paraguay,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,female,59.00
Paraguay,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,combined,100.00
Peru,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,male,53.00
Peru,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,female,47.00
Peru,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,combined,100.00
Uruguay,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,male,34.00
Uruguay,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,female,66.00
Uruguay,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?",Wages from employment of household members,b6_wage,combined,100.00
Mexico,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,male,49.00
Mexico,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,female,51.00
Mexico,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,combined,100.00
Argentina,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,male,40.00
Argentina,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,female,60.00
Argentina,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,combined,100.00
Bolivia,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,male,49.00
Bolivia,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,female,51.00
Bolivia,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,combined,100.00
Brazil,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,male,40.00
Brazil,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,female,60.00
Brazil,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,combined,100.00
Chile,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,male,41.00
Chile,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,female,59.00
Chile,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,combined,100.00
Colombia,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,male,45.00
Colombia,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,female,55.00
Colombia,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,combined,100.00
Costa Rica,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,male,42.00
Costa Rica,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,female,58.00
Costa Rica,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,combined,100.00
Ecuador,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,male,47.00
Ecuador,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,female,53.00
Ecuador,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,combined,100.00
El Salvador,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,male,49.00
El Salvador,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,female,51.00
El Salvador,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,combined,100.00
Guatemala,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,male,51.00
Guatemala,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,female,49.00
Guatemala,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,combined,100.00
Haiti,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,male,66.00
Haiti,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,female,34.00
Haiti,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,combined,100.00
Honduras,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,male,47.00
Honduras,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,female,53.00
Honduras,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,combined,100.00
Nicaragua,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,male,48.00
Nicaragua,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,female,52.00
Nicaragua,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,combined,100.00
Panama,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,male,44.00
Panama,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,female,56.00
Panama,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,combined,100.00
Paraguay,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,male,43.00
Paraguay,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,female,57.00
Paraguay,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,combined,100.00
Peru,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,male,51.00
Peru,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,female,49.00
Peru,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,combined,100.00
Uruguay,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,male,36.00
Uruguay,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,female,64.00
Uruguay,B.6,"In the last 12 months, which of the following were your household’s sources of livelihood?","Any response except ""Wage""",b6_non_wage,combined,100.00
Mexico,B.7,What level of access to household money do you personally have?,Full access,b7_full,male,35.00
Mexico,B.7,What level of access to household money do you personally have?,Full access,b7_full,female,31.00
Mexico,B.7,What level of access to household money do you personally have?,Full access,b7_full,combined,33.00
Argentina,B.7,What level of access to household money do you personally have?,Full access,b7_full,male,48.00
Argentina,B.7,What level of access to household money do you personally have?,Full access,b7_full,female,46.00
Argentina,B.7,What level of access to household money do you personally have?,Full access,b7_full,combined,47.00
Bolivia,B.7,What level of access to household money do you personally have?,Full access,b7_full,male,28.00
Bolivia,B.7,What level of access to household money do you personally have?,Full access,b7_full,female,20.00
Bolivia,B.7,What level of access to household money do you personally have?,Full access,b7_full,combined,24.00
Brazil,B.7,What level of access to household money do you personally have?,Full access,b7_full,male,65.00
Brazil,B.7,What level of access to household money do you personally have?,Full access,b7_full,female,60.00
Brazil,B.7,What level of access to household money do you personally have?,Full access,b7_full,combined,62.00
Chile,B.7,What level of access to household money do you personally have?,Full access,b7_full,male,41.00
Chile,B.7,What level of access to household money do you personally have?,Full access,b7_full,female,41.00
Chile,B.7,What level of access to household money do you personally have?,Full access,b7_full,combined,41.00
Colombia,B.7,What level of access to household money do you personally have?,Full access,b7_full,male,24.00
Colombia,B.7,What level of access to household money do you personally have?,Full access,b7_full,female,18.00
Colombia,B.7,What level of access to household money do you personally have?,Full access,b7_full,combined,21.00
Costa Rica,B.7,What level of access to household money do you personally have?,Full access,b7_full,male,35.00
Costa Rica,B.7,What level of access to household money do you personally have?,Full access,b7_full,female,28.00
Costa Rica,B.7,What level of access to household money do you personally have?,Full access,b7_full,combined,31.00
Ecuador,B.7,What level of access to household money do you personally have?,Full access,b7_full,male,21.00
Ecuador,B.7,What level of access to household money do you personally have?,Full access,b7_full,female,15.00
Ecuador,B.7,What level of access to household money do you personally have?,Full access,b7_full,combined,18.00
El Salvador,B.7,What level of access to household money do you personally have?,Full access,b7_full,male,31.00
El Salvador,B.7,What level of access to household money do you personally have?,Full access,b7_full,female,25.00
El Salvador,B.7,What level of access to household money do you personally have?,Full access,b7_full,combined,28.00
Guatemala,B.7,What level of access to household money do you personally have?,Full access,b7_full,male,25.00
Guatemala,B.7,What level of access to household money do you personally have?,Full access,b7_full,female,18.00
Guatemala,B.7,What level of access to household money do you personally have?,Full access,b7_full,combined,22.00
Haiti,B.7,What level of access to household money do you personally have?,Full access,b7_full,male,37.00
Haiti,B.7,What level of access to household money do you personally have?,Full access,b7_full,female,29.00
Haiti,B.7,What level of access to household money do you personally have?,Full access,b7_full,combined,34.00
Honduras,B.7,What level of access to household money do you personally have?,Full access,b7_full,male,27.00
Honduras,B.7,What level of access to household money do you personally have?,Full access,b7_full,female,15.00
Honduras,B.7,What level of access to household money do you personally have?,Full access,b7_full,combined,21.00
Nicaragua,B.7,What level of access to household money do you personally have?,Full access,b7_full,male,29.00
Nicaragua,B.7,What level of access to household money do you personally have?,Full access,b7_full,female,28.00
Nicaragua,B.7,What level of access to household money do you personally have?,Full access,b7_full,combined,29.00
Panama,B.7,What level of access to household money do you personally have?,Full access,b7_full,male,34.00
Panama,B.7,What level of access to household money do you personally have?,Full access,b7_full,female,26.00
Panama,B.7,What level of access to household money do you personally have?,Full access,b7_full,combined,30.00
Paraguay,B.7,What level of access to household money do you personally have?,Full access,b7_full,male,30.00
Paraguay,B.7,What level of access to household money do you personally have?,Full access,b7_full,female,24.00
Paraguay,B.7,What level of access to household money do you personally have?,Full access,b7_full,combined,27.00
Peru,B.7,What level of access to household money do you personally have?,Full access,b7_full,male,26.00
Peru,B.7,What level of access to household money do you personally have?,Full access,b7_full,female,21.00
Peru,B.7,What level of access to household money do you personally have?,Full access,b7_full,combined,24.00
Uruguay,B.7,What level of access to household money do you personally have?,Full access,b7_full,male,50.00
Uruguay,B.7,What level of access to household money do you personally have?,Full access,b7_full,female,51.00
Uruguay,B.7,What level of access to household money do you personally have?,Full access,b7_full,combined,51.00
Mexico,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,male,65.00
Mexico,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,female,69.00
Mexico,B.7,What level of access to household money do you personally have?,Limited or No access,b7_limited,combined,67.00
